symbol,option_type,strike_price,expiration_date,last_price_usd,bid_price_usd,ask_price_usd,bid_iv,ask_iv,delta,gamma,theta,vega,open_interest,total traded volume,monetary volume
BTC-7MAR25-93000-P,put,93000.0,2025-03-07,8121.797500000001,8079.275000000001,8419.455,35.43,60.28,-0.91853,3e-05,-71.90095,15.92454,150.7,0.1,811.43
BTC-7MAR25-94000-C,call,94000.0,2025-03-07,136.072,127.56750000000001,161.5855,50.52,53.15,0.06269,2e-05,-59.95639,13.02334,154.5,41.5,6032.82
BTC-7MAR25-94000-P,put,94000.0,2025-03-07,9312.4275,9014.77,9439.995,0.8,66.16,-0.93731,2e-05,-59.95639,13.02334,269.0,0.1,927.91
BTC-7MAR25-95000-C,call,95000.0,2025-03-07,127.56750000000001,93.54950000000001,127.56750000000001,51.41,54.62,0.04918,2e-05,-50.75562,10.75285,637.5,2.4,304.84
BTC-7MAR25-95000-P,put,95000.0,2025-03-07,10885.76,9992.787499999999,10375.49,0.8,67.56,-0.95083,2e-05,-50.74739,10.75115,171.7,0.1,1077.66
BTC-7MAR25-96000-C,call,96000.0,2025-03-07,102.05399999999999,68.036,110.5585,52.22,57.01,0.03918,1e-05,-43.42283,8.95122,610.3,12.2,1461.3
BTC-7MAR25-96000-P,put,96000.0,2025-03-07,12331.525,10970.805,11353.507500000002,0.8,70.8,-0.96082,1e-05,-43.42283,8.95122,83.3,0.1,1215.17
BTC-7MAR25-97000-C,call,97000.0,2025-03-07,68.036,68.036,85.045,55.83,58.01,0.03197,1e-05,-37.90726,7.57779,579.3,5.6,675.07
BTC-7MAR25-97000-P,put,97000.0,2025-03-07,13607.2,11991.345,12331.525,0.8,73.77,-0.96803,1e-05,-37.90726,7.57779,175.9,0.0,0.0
BTC-7MAR25-98000-C,call,98000.0,2025-03-07,59.5315,51.026999999999994,76.5405,56.7,60.54,0.02701,1e-05,-34.13218,6.58634,1254.8,18.8,1677.56
BTC-7MAR25-98000-P,put,98000.0,2025-03-07,16413.685,12926.84,13309.5425,0.8,76.48,-0.97299,1e-05,-34.13218,6.58634,31.2,0.0,0.0
BTC-7MAR25-99000-C,call,99000.0,2025-03-07,51.026999999999994,42.5225,59.5315,58.44,61.5,0.02282,1e-05,-30.60582,5.71917,89.4,7.0,577.28
BTC-7MAR25-99000-P,put,99000.0,2025-03-07,15818.369999999999,13947.380000000001,14330.0825,0.8,81.91,-0.97718,1e-05,-30.60582,5.71917,34.1,0.0,0.0
BTC-7MAR25-100000-C,call,100000.0,2025-03-07,59.5315,34.018,51.026999999999994,59.74,63.33,0.01911,1e-05,-27.07834,4.92229,944.2,5.5,418.37
BTC-7MAR25-100000-P,put,100000.0,2025-03-07,22026.655000000002,14967.919999999998,15308.099999999999,0.8,84.31,-0.98088,1e-05,-27.08315,4.92309,9.5,0.0,0.0
BTC-7MAR25-101000-C,call,101000.0,2025-03-07,51.026999999999994,25.513499999999997,42.5225,60.47,64.82,0.01513,1e-05,-22.51297,4.03046,125.6,6.8,478.95
BTC-7MAR25-101000-P,put,101000.0,2025-03-07,19645.395,12671.705,19985.574999999997,0.8,216.99,-0.98487,1e-05,-22.51297,4.03046,2.5,0.0,0.0
BTC-7MAR25-102000-C,call,102000.0,2025-03-07,25.513499999999997,17.009,42.5225,60.34,67.93,0.01258,0.0,-19.64581,3.43789,606.9,6.0,264.94
BTC-7MAR25-102000-P,put,102000.0,2025-03-07,22536.925000000003,16881.432500000003,17264.135000000002,0.8,88.29,-0.98742,0.0,-19.64251,3.43735,253.4,0.0,0.0
BTC-7MAR25-103000-C,call,103000.0,2025-03-07,25.513499999999997,17.009,34.018,63.13,68.86,0.01087,0.0,-17.78428,3.02839,139.6,12.1,558.75
BTC-7MAR25-103000-P,put,103000.0,2025-03-07,25513.5,17901.9725,18284.675,0.8,93.65,-0.98913,0.0,-17.78428,3.02839,310.5,0.0,0.0
BTC-7MAR25-104000-C,call,104000.0,2025-03-07,25.513499999999997,17.009,34.018,65.88,71.8,0.01013,0.0,-17.35518,2.84805,175.0,6.7,292.06
BTC-7MAR25-104000-P,put,104000.0,2025-03-07,0.0,0.0,23089.717500000002,0.8,235.72,-0.98987,0.0,-17.35518,2.84805,0.0,0.0,0.0
BTC-7MAR25-105000-C,call,105000.0,2025-03-07,25.513499999999997,17.009,25.513499999999997,68.59,72.0,0.00933,0.0,-16.67779,2.64907,212.3,11.5,352.94
BTC-7MAR25-105000-P,put,105000.0,2025-03-07,27894.760000000002,19900.530000000002,20283.2325,0.8,100.57,-0.99067,0.0,-16.67779,2.64907,7.5,0.0,0.0
BTC-7MAR25-106000-C,call,106000.0,2025-03-07,17.009,17.009,25.513499999999997,71.27,74.78,0.0082,0.0,-15.25078,2.36558,641.4,25.2,809.92
BTC-7MAR25-106000-P,put,106000.0,2025-03-07,27299.445,20921.07,21303.7725,0.8,105.7,-0.9918,0.0,-15.25078,2.36558,15.1,0.0,0.0
BTC-7MAR25-108000-C,call,108000.0,2025-03-07,25.513499999999997,8.5045,17.009,71.05,76.5,0.00615,0.0,-12.30835,1.83617,345.8,59.2,1434.03
BTC-7MAR25-110000-C,call,110000.0,2025-03-07,17.009,8.5045,17.009,75.85,81.59,0.00547,0.0,-11.73592,1.6545,804.8,28.5,726.72
BTC-7MAR25-110000-P,put,110000.0,2025-03-07,31083.9475,24918.184999999998,25343.41,0.8,114.31,-0.99453,0.0,-11.73592,1.6545,16.5,0.0,0.0
BTC-7MAR25-115000-C,call,115000.0,2025-03-07,8.5045,0.0,17.009,0.8,93.75,0.00323,0.0,-8.02977,1.03403,250.6,5.9,124.14
BTC-7MAR25-120000-C,call,120000.0,2025-03-07,8.5045,0.0,17.009,0.8,105.21,0.00279,0.0,-7.86283,0.90521,74.4,3.4,79.18
BTC-7MAR25-125000-C,call,125000.0,2025-03-07,17.009,0.0,8.5045,0.8,108.44,0.00221,0.0,-6.9233,0.73304,32.6,3.0,30.31
BTC-7MAR25-130000-C,call,130000.0,2025-03-07,17.009,0.0,8.5045,0.8,118.18,0.00105,0.0,-3.22906,0.37069,37.6,0.0,0.0
BTC-7MAR25-135000-C,call,135000.0,2025-03-07,17.009,0.0,8.5045,0.8,127.48,0.00071,0.0,-2.24217,0.2599,17.0,0.0,0.0
BTC-14MAR25-65000-C,call,65000.0,2025-03-14,0.0,17774.405,22919.627500000002,0.8,177.22,0.97192,1e-05,-31.78092,10.19959,0.0,0.0,0.0
BTC-14MAR25-65000-P,put,65000.0,2025-03-14,170.09,127.56750000000001,161.5855,77.38,80.68,-0.02808,1e-05,-31.78092,10.19959,44.1,33.6,5251.04
BTC-14MAR25-70000-C,call,70000.0,2025-03-14,15052.964999999998,12671.705,18327.1975,0.8,154.03,0.94453,1e-05,-48.07846,17.73681,1.3,1.4,22456.74
BTC-14MAR25-70000-P,put,70000.0,2025-03-14,297.6575,246.63049999999998,280.6485,67.25,69.19,-0.05554,1e-05,-48.12464,17.754,282.1,40.7,11779.94
BTC-14MAR25-74000-C,call,74000.0,2025-03-14,0.0,8674.59,14755.307499999999,0.8,136.6,0.90066,2e-05,-66.75436,27.65752,0.0,0.0,0.0
BTC-14MAR25-74000-P,put,74000.0,2025-03-14,552.7925,425.225,510.27000000000004,59.16,62.26,-0.09933,2e-05,-66.74963,27.65528,167.8,26.3,11802.59
BTC-14MAR25-75000-C,call,75000.0,2025-03-14,10418.012499999999,7739.094999999999,13819.8125,0.8,131.14,0.8837,2e-05,-72.95685,30.9847,1.0,1.9,19555.64
BTC-14MAR25-75000-P,put,75000.0,2025-03-14,595.315,510.27000000000004,595.315,57.84,60.61,-0.1163,2e-05,-72.95685,30.9847,462.7,16.3,9890.68
BTC-14MAR25-76000-C,call,76000.0,2025-03-14,0.0,6846.1225,12926.84,0.8,126.44,0.8638,2e-05,-79.52008,34.5927,0.0,0.0,0.0
BTC-14MAR25-76000-P,put,76000.0,2025-03-14,722.8825,637.8375,722.8825,57.32,59.76,-0.13618,2e-05,-79.51333,34.58977,71.4,40.3,23748.58
BTC-14MAR25-77000-C,call,77000.0,2025-03-14,0.0,5910.6275000000005,12076.39,0.8,122.4,0.84108,3e-05,-85.98575,38.3603,0.0,0.0,0.0
BTC-14MAR25-77000-P,put,77000.0,2025-03-14,850.45,765.405,850.45,56.14,58.34,-0.15889,3e-05,-85.97788,38.35679,28.8,7.3,5400.41
BTC-14MAR25-78000-C,call,78000.0,2025-03-14,5272.79,5060.1775,11310.985,0.8,119.72,0.81319,3e-05,-93.73418,42.52694,0.1,0.0,0.0
BTC-14MAR25-78000-P,put,78000.0,2025-03-14,935.4949999999999,892.9725000000001,978.0174999999999,54.42,56.43,-0.18681,3e-05,-93.73418,42.52694,243.2,214.4,267228.43
BTC-14MAR25-79000-C,call,79000.0,2025-03-14,4762.52,4252.25,10503.057499999999,0.8,116.05,0.7831,3e-05,-100.13441,46.50855,4.6,0.0,0.0
BTC-14MAR25-79000-P,put,79000.0,2025-03-14,1190.63,1063.0625,1148.1075,53.16,55.0,-0.21687,3e-05,-100.12713,46.50516,25.4,3.8,4171.34
BTC-14MAR25-80000-C,call,80000.0,2025-03-14,6846.1225,6208.285,6676.0325,49.16,58.42,0.74837,4e-05,-106.65961,50.49715,63.4,0.8,5330.38
BTC-14MAR25-80000-P,put,80000.0,2025-03-14,1318.1975,1275.675,1403.2425,52.17,54.7,-0.2516,4e-05,-106.65386,50.49435,650.5,139.8,183098.81
BTC-14MAR25-81000-C,call,81000.0,2025-03-14,3444.3225,5527.925,5825.5825,49.74,55.23,0.7094,4e-05,-112.80821,54.26086,5.1,0.0,0.0
BTC-14MAR25-81000-P,put,81000.0,2025-03-14,1573.3325,1530.81,1658.3775,51.33,53.68,-0.2906,4e-05,-112.80821,54.26086,78.2,20.4,39295.49
BTC-14MAR25-82000-C,call,82000.0,2025-03-14,4592.43,4847.5650000000005,5187.745,49.43,55.33,0.66671,4e-05,-117.99275,57.5769,46.0,10.3,46694.83
BTC-14MAR25-82000-P,put,82000.0,2025-03-14,1870.9899999999998,1870.9899999999998,1956.0349999999999,51.27,52.75,-0.33323,4e-05,-117.98621,57.57371,149.4,5.4,9972.4
BTC-14MAR25-83000-C,call,83000.0,2025-03-14,4634.9525,4252.25,4422.34,49.73,52.56,0.62083,5e-05,-122.03139,60.25609,15.5,6.7,26889.53
BTC-14MAR25-83000-P,put,83000.0,2025-03-14,1998.5575000000001,2211.17,2296.215,50.42,51.83,-0.37911,5e-05,-122.02705,60.25394,79.1,15.0,38476.87
BTC-14MAR25-84000-C,call,84000.0,2025-03-14,3529.3675000000003,3656.9349999999995,3827.0249999999996,49.18,51.92,0.57268,5e-05,-124.40298,62.12626,24.7,4.8,16067.43
BTC-14MAR25-84000-P,put,84000.0,2025-03-14,2678.9175,2593.8725,2721.44,49.5,51.55,-0.42742,5e-05,-124.40512,62.12757,183.8,23.1,64065.72
BTC-14MAR25-85000-C,call,85000.0,2025-03-14,3019.0975,3146.665,3274.2325,49.21,51.24,0.52278,5e-05,-125.21838,63.07336,117.1,23.0,72002.67
BTC-14MAR25-85000-P,put,85000.0,2025-03-14,3274.2325,3061.62,3189.1875,49.18,51.2,-0.47722,5e-05,-125.21838,63.07336,241.9,23.6,72791.35
BTC-14MAR25-86000-C,call,86000.0,2025-03-14,2551.35,2678.9175,2763.9625,49.1,50.45,0.47233,5e-05,-124.05614,63.02431,466.2,448.1,1205969.48
BTC-14MAR25-86000-P,put,86000.0,2025-03-14,3401.8,3571.8900000000003,3699.4574999999995,48.72,50.74,-0.52767,5e-05,-124.05614,63.02431,81.3,5.0,18553.2
BTC-14MAR25-87000-C,call,87000.0,2025-03-14,2296.215,2253.6925,2338.7375,48.86,50.23,0.42244,5e-05,-121.38788,61.97878,64.1,32.8,75411.14
BTC-14MAR25-87000-P,put,87000.0,2025-03-14,3954.5924999999997,4124.6825,4294.7725,48.12,50.86,-0.57758,5e-05,-121.38605,61.97785,23.7,1.3,5036.44
BTC-14MAR25-88000-C,call,88000.0,2025-03-14,1785.9450000000002,1870.9899999999998,1956.0349999999999,48.51,49.93,0.37463,5e-05,-117.59521,60.03038,290.0,147.9,291356.41
BTC-14MAR25-88000-P,put,88000.0,2025-03-14,5187.745,4634.9525,4975.132500000001,45.95,51.63,-0.62537,5e-05,-117.59521,60.03038,98.6,1.5,7109.84
BTC-14MAR25-89000-C,call,89000.0,2025-03-14,1828.4674999999997,1573.3325,1658.3775,48.82,50.3,0.32922,5e-05,-112.25193,57.29468,157.9,82.0,129714.93
BTC-14MAR25-89000-P,put,89000.0,2025-03-14,5485.4025,5400.3575,5698.015,47.25,52.44,-0.67078,5e-05,-112.25193,57.29468,33.3,0.2,1107.2
BTC-14MAR25-90000-C,call,90000.0,2025-03-14,1318.1975,1275.675,1360.72,48.36,49.94,0.2867,4e-05,-105.65828,53.91472,351.1,330.4,408731.51
BTC-14MAR25-90000-P,put,90000.0,2025-03-14,6505.9425,6038.195,6420.8975,45.46,52.59,-0.7133,4e-05,-105.65828,53.91472,373.4,1.2,7832.73
BTC-14MAR25-91000-C,call,91000.0,2025-03-14,1063.0625,1063.0625,1105.585,48.76,49.62,0.24749,4e-05,-98.14923,50.05307,96.6,58.8,62602.3
BTC-14MAR25-91000-P,put,91000.0,2025-03-14,5315.3125,6761.0775,7271.347500000001,44.25,54.5,-0.75251,4e-05,-98.14818,50.05253,25.0,0.0,0.0
BTC-14MAR25-92000-C,call,92000.0,2025-03-14,892.9725000000001,892.9725000000001,935.4949999999999,49.39,50.32,0.21179,4e-05,-90.00159,45.86683,114.9,50.2,43418.08
BTC-14MAR25-92000-P,put,92000.0,2025-03-14,7654.049999999999,7569.004999999999,8079.275000000001,43.92,55.11,-0.78821,4e-05,-90.00159,45.86683,78.1,0.1,765.14
BTC-14MAR25-93000-C,call,93000.0,2025-03-14,722.8825,722.8825,807.9275,49.39,51.41,0.1823,3e-05,-83.06495,41.8854,137.5,65.6,58326.88
BTC-14MAR25-93000-P,put,93000.0,2025-03-14,14797.829999999998,8419.455,8887.2025,43.78,55.14,-0.8177,3e-05,-83.06495,41.8854,71.4,0.0,0.0
BTC-14MAR25-94000-C,call,94000.0,2025-03-14,595.315,595.315,680.36,49.77,52.0,0.15637,3e-05,-76.0673,37.95416,207.0,125.3,71341.6
BTC-14MAR25-94000-P,put,94000.0,2025-03-14,9695.130000000001,9312.4275,9737.6525,44.06,55.55,-0.84363,3e-05,-76.0673,37.95416,37.1,0.2,1912.8
BTC-14MAR25-95000-C,call,95000.0,2025-03-14,467.74749999999995,467.74749999999995,552.7925,49.52,52.04,0.13495,3e-05,-69.94951,34.37414,240.2,80.6,47956.99
BTC-14MAR25-95000-P,put,95000.0,2025-03-14,10588.102499999999,10247.922499999999,10673.147500000001,45.12,57.6,-0.86505,3e-05,-69.94951,34.37414,43.4,0.1,1054.83
BTC-14MAR25-96000-C,call,96000.0,2025-03-14,467.74749999999995,416.72049999999996,467.74749999999995,51.09,52.75,0.11632,2e-05,-63.98944,30.98837,595.1,9.9,4639.88
BTC-14MAR25-96000-P,put,96000.0,2025-03-14,11863.777500000002,11140.895,11608.642500000002,43.9,59.39,-0.88368,2e-05,-63.98854,30.98794,22.6,0.5,5634.33
BTC-14MAR25-97000-C,call,97000.0,2025-03-14,399.7115,357.18899999999996,399.7115,52.06,53.59,0.09907,2e-05,-57.54417,27.6017,115.0,5.7,2163.07
BTC-14MAR25-97000-P,put,97000.0,2025-03-14,11693.687500000002,12118.912499999999,12501.615,45.71,59.68,-0.90093,2e-05,-57.54417,27.6017,30.8,0.3,3549.67
BTC-14MAR25-98000-C,call,98000.0,2025-03-14,331.6755,297.6575,340.18,52.63,54.35,0.08531,2e-05,-52.25533,24.70863,191.8,28.3,7793.85
BTC-14MAR25-98000-P,put,98000.0,2025-03-14,11948.822500000002,13011.885,13479.6325,41.98,62.2,-0.91469,2e-05,-52.25614,24.70902,7.1,0.0,0.0
BTC-14MAR25-99000-C,call,99000.0,2025-03-14,263.6395,255.13500000000002,289.15299999999996,53.52,55.06,0.07393,2e-05,-47.65144,22.17213,163.2,2.5,913.33
BTC-14MAR25-99000-P,put,99000.0,2025-03-14,12799.2725,13989.9025,14415.1275,42.58,63.19,-0.92607,2e-05,-47.65144,22.17213,33.8,0.0,0.0
BTC-14MAR25-100000-C,call,100000.0,2025-03-14,221.117,212.6125,255.13500000000002,54.06,56.21,0.06401,1e-05,-43.28671,19.84141,924.3,24.2,5757.19
BTC-14MAR25-100000-P,put,100000.0,2025-03-14,15265.5775,14967.919999999998,15350.6225,42.63,63.87,-0.93599,1e-05,-43.28671,19.84141,9.1,0.0,0.0
BTC-14MAR25-101000-C,call,101000.0,2025-03-14,255.13500000000002,187.09900000000002,221.117,55.18,57.09,0.05606,1e-05,-39.70956,17.88369,102.6,0.2,52.09
BTC-14MAR25-101000-P,put,101000.0,2025-03-14,6293.33,15903.414999999999,16371.1625,0.8,67.5,-0.94394,1e-05,-39.70888,17.88338,6.2,0.0,0.0
BTC-14MAR25-102000-C,call,102000.0,2025-03-14,187.09900000000002,161.5855,195.6035,56.05,58.17,0.04927,1e-05,-36.47585,16.14223,63.3,12.7,2816.77
BTC-14MAR25-102000-P,put,102000.0,2025-03-14,20240.71,13522.155,21218.7275,0.8,155.15,-0.95073,1e-05,-36.47521,16.14194,0.3,0.0,0.0
BTC-14MAR25-103000-C,call,103000.0,2025-03-14,161.5855,144.57649999999998,170.09,57.26,59.01,0.04369,1e-05,-33.74174,14.65586,40.5,0.3,50.86
BTC-14MAR25-103000-P,put,103000.0,2025-03-14,25003.23,14457.650000000001,22196.745000000003,0.8,158.64,-0.95631,1e-05,-33.74174,14.65586,0.2,0.0,0.0
BTC-14MAR25-104000-C,call,104000.0,2025-03-14,144.57649999999998,127.56750000000001,153.081,58.26,60.18,0.03902,1e-05,-31.38871,13.37366,71.0,1.1,165.96
BTC-14MAR25-104000-P,put,104000.0,2025-03-14,21558.9075,8.5045,23217.285000000003,0.8,162.8,-0.96098,1e-05,-31.38814,13.37342,0.2,0.0,0.0
BTC-14MAR25-105000-C,call,105000.0,2025-03-14,127.56750000000001,110.5585,136.072,59.05,61.18,0.03467,1e-05,-28.97809,12.14131,116.4,3.8,465.6
BTC-14MAR25-105000-P,put,105000.0,2025-03-14,16158.550000000001,8.5045,24237.824999999997,0.8,166.89,-0.96533,1e-05,-28.9799,12.14188,0.5,0.0,0.0
BTC-14MAR25-106000-C,call,106000.0,2025-03-14,153.081,102.05399999999999,136.072,60.41,63.4,0.03148,1e-05,-27.32221,11.21373,75.4,5.7,650.25
BTC-14MAR25-106000-P,put,106000.0,2025-03-14,16073.505000000001,8.5045,25258.364999999998,0.8,170.91,-0.96852,1e-05,-27.32221,11.21373,0.1,0.0,0.0
BTC-14MAR25-107000-C,call,107000.0,2025-03-14,93.54950000000001,85.045,119.063,60.75,64.12,0.02825,1e-05,-25.3947,10.24964,53.9,28.3,2611.42
BTC-14MAR25-108000-C,call,108000.0,2025-03-14,85.045,76.5405,110.5585,61.8,65.44,0.02591,1e-05,-24.11302,9.53661,311.3,7.7,721.67
BTC-14MAR25-110000-C,call,110000.0,2025-03-14,76.5405,68.036,102.05399999999999,64.62,68.67,0.02206,0.0,-21.91639,8.33184,248.4,4.9,412.34
BTC-14MAR25-115000-C,call,115000.0,2025-03-14,68.036,51.026999999999994,76.5405,71.08,75.12,0.0159,0.0,-18.22488,6.30527,77.7,1.0,68.09
BTC-14MAR25-120000-C,call,120000.0,2025-03-14,59.5315,34.018,59.5315,75.67,81.13,0.01173,0.0,-15.14772,4.85002,54.6,9.2,465.56
BTC-14MAR25-125000-C,call,125000.0,2025-03-14,42.5225,25.513499999999997,51.026999999999994,80.68,87.5,0.00911,0.0,-13.03154,3.89035,24.1,1.0,42.34
BTC-14MAR25-130000-C,call,130000.0,2025-03-14,34.018,25.513499999999997,42.5225,87.79,93.0,0.00812,0.0,-12.72645,3.5165,35.1,4.4,148.84
BTC-14MAR25-135000-C,call,135000.0,2025-03-14,25.513499999999997,8.5045,42.5225,84.92,100.06,0.00513,0.0,-8.66182,2.34347,32.1,2.5,64.29
BTC-14MAR25-140000-C,call,140000.0,2025-03-14,17.009,8.5045,42.5225,90.84,106.79,0.00435,0.0,-7.88735,2.02383,26.8,13.7,234.53
BTC-21MAR25-65000-C,call,65000.0,2025-03-21,16286.1175,17901.9725,23089.717500000002,0.8,144.51,0.96116,1e-05,-29.30349,16.62749,0.3,0.0,0.0
BTC-21MAR25-65000-P,put,65000.0,2025-03-21,229.62150000000003,221.117,238.126,68.93,69.94,-0.03884,1e-05,-29.30349,16.62749,133.4,70.3,18454.2
BTC-21MAR25-70000-C,call,70000.0,2025-03-21,0.0,12884.3175,18582.3325,0.8,127.09,0.92645,1e-05,-43.07802,27.56171,0.0,0.0,0.0
BTC-21MAR25-70000-P,put,70000.0,2025-03-21,425.225,391.207,425.225,60.3,61.55,-0.07355,1e-05,-43.07802,27.56171,86.3,34.5,14433.67
BTC-21MAR25-72000-C,call,72000.0,2025-03-21,0.0,10928.282500000001,16796.3875,0.8,120.02,0.90419,1e-05,-50.11906,33.61337,0.0,0.0,0.0
BTC-21MAR25-72000-P,put,72000.0,2025-03-21,552.7925,510.27000000000004,552.7925,57.37,58.65,-0.09581,1e-05,-50.11906,33.61337,20.2,0.8,387.5
BTC-21MAR25-74000-C,call,74000.0,2025-03-21,0.0,9014.77,15052.964999999998,0.8,113.36,0.8742,2e-05,-58.38421,40.86526,0.0,0.0,0.0
BTC-21MAR25-74000-P,put,74000.0,2025-03-21,807.9275,680.36,765.405,54.8,56.9,-0.1258,2e-05,-58.38421,40.86526,22.7,1.8,1308.67
BTC-21MAR25-75000-C,call,75000.0,2025-03-21,0.0,8121.797500000001,14245.0375,0.8,110.87,0.85501,2e-05,-63.33157,45.04377,0.0,0.0,0.0
BTC-21MAR25-75000-P,put,75000.0,2025-03-21,892.9725000000001,807.9275,892.9725000000001,54.06,55.96,-0.14499,2e-05,-63.33157,45.04377,57.5,3.7,3092.83
BTC-21MAR25-76000-C,call,76000.0,2025-03-21,0.0,7228.825000000001,13479.6325,0.8,108.88,0.83438,2e-05,-67.76919,49.17885,0.0,0.0,0.0
BTC-21MAR25-76000-P,put,76000.0,2025-03-21,978.0174999999999,935.4949999999999,1020.5400000000001,52.9,54.64,-0.16562,2e-05,-67.76919,49.17885,33.7,1.5,1725.99
BTC-21MAR25-77000-C,call,77000.0,2025-03-21,0.0,6420.8975,12714.227499999999,0.8,106.7,0.81033,3e-05,-72.69337,53.57393,0.0,0.0,0.0
BTC-21MAR25-77000-P,put,77000.0,2025-03-21,1148.1075,1105.585,1190.63,52.2,53.8,-0.18967,3e-05,-72.69195,53.57351,6.9,0.3,335.74
BTC-21MAR25-78000-C,call,78000.0,2025-03-21,0.0,5612.97,11863.777500000002,0.8,103.14,0.78296,3e-05,-77.89632,58.06396,0.0,0.0,0.0
BTC-21MAR25-78000-P,put,78000.0,2025-03-21,1445.765,1318.1975,1403.2425,51.81,53.28,-0.21704,3e-05,-77.89632,58.06396,37.9,7.1,9646.03
BTC-21MAR25-79000-C,call,79000.0,2025-03-21,7101.257500000001,7569.004999999999,8036.7525000000005,48.62,56.12,0.75363,3e-05,-82.42886,62.31576,11.6,11.6,81138.87
BTC-21MAR25-79000-P,put,79000.0,2025-03-21,1700.9,1530.81,1615.855,50.93,52.3,-0.24637,3e-05,-82.42886,62.31576,24.8,22.1,40510.58
BTC-21MAR25-80000-C,call,80000.0,2025-03-21,5442.88,6846.1225,7313.869999999999,48.42,55.46,0.7213,3e-05,-86.84615,66.37815,7.8,0.0,0.0
BTC-21MAR25-80000-P,put,80000.0,2025-03-21,2041.0800000000002,1785.9450000000002,1913.5124999999998,50.26,52.19,-0.2787,3e-05,-86.84615,66.37815,71.1,5.3,10598.44
BTC-21MAR25-81000-C,call,81000.0,2025-03-21,6080.7175,3529.3675000000003,9695.130000000001,0.8,96.83,0.68645,4e-05,-90.85208,70.06791,4.3,0.0,0.0
BTC-21MAR25-81000-P,put,81000.0,2025-03-21,2041.0800000000002,2126.125,2211.17,50.35,51.56,-0.31355,4e-05,-90.85208,70.06791,42.9,2.4,5469.23
BTC-21MAR25-82000-C,call,82000.0,2025-03-21,5272.79,5570.4475,5868.1050000000005,48.79,52.86,0.64962,4e-05,-94.13317,73.23188,10.8,0.0,0.0
BTC-21MAR25-82000-P,put,82000.0,2025-03-21,2466.3050000000003,2466.3050000000003,2551.35,49.89,51.05,-0.35038,4e-05,-94.13317,73.23188,55.1,10.5,29833.45
BTC-21MAR25-83000-C,call,83000.0,2025-03-21,2976.5750000000003,4975.132500000001,5187.745,48.7,51.51,0.61104,4e-05,-96.70411,75.77045,4.5,0.0,0.0
BTC-21MAR25-83000-P,put,83000.0,2025-03-21,3019.0975,2849.0075,2934.0525000000002,49.5,50.62,-0.38896,4e-05,-96.70411,75.77045,33.3,14.2,45742.57
BTC-21MAR25-84000-C,call,84000.0,2025-03-21,4719.9975,4422.34,4592.43,48.63,50.83,0.57121,4e-05,-98.42769,77.58511,27.8,9.4,42236.05
BTC-21MAR25-84000-P,put,84000.0,2025-03-21,3529.3675000000003,3274.2325,3359.2775,49.14,50.24,-0.42879,4e-05,-98.42703,77.58506,31.5,27.6,101447.17
BTC-21MAR25-85000-C,call,85000.0,2025-03-21,3912.0699999999997,3954.5924999999997,4039.6375000000003,49.11,50.19,0.53066,4e-05,-99.25985,78.61155,331.0,16.2,62885.32
BTC-21MAR25-85000-P,put,85000.0,2025-03-21,3997.1150000000002,3741.9799999999996,3869.5474999999997,48.82,50.44,-0.46934,4e-05,-99.25985,78.61155,4.1,1.1,3970.46
BTC-21MAR25-86000-C,call,86000.0,2025-03-21,3359.2775,3444.3225,3571.8900000000003,48.52,50.14,0.48996,4e-05,-99.18816,78.8196,50.8,13.3,49615.61
